,Location,Inhabitants,Latitude,Longitude,Postalcodes
1631,Arnfels,1112.0,46.676156830,15.401203939,8454
1632,Sigleß,1112.0,47.7775,16.395556,7032
1633,Donnersbach,1112.0,47.464106564,14.129722810,"8952,8953"
1634,Hochfilzen,1111.0,47.4666667,12.6166667,6395
1635,Heiligenblut,1111.0,47.0393,12.841575,9844
1636,Nestelbach bei Graz,1109.0,47.062493817,15.609370698,"8063,8200,8301,8302"
1637,Wimpassing an der Leitha,1109.0,47.916389,16.4294446,2485
1638,Feistritz am Wechsel,1108.0,47.6,16.05,"2870,2873,2880"
1639,Geretsberg,1108.0,48.090013,12.937625,"5121,5131,5132,5133"
1640,Feistritz bei Anger,1108.0,47.4333333,15.7,"8182,8183,8184"
1641,Winden am See,1107.0,47.95,16.75,7092
1642,Dimbach,1106.0,48.3,14.8833333,4371
1643,Schildorn,1106.0,48.146464,13.463551,4925
1644,Sankt Nikolai ob Draßling,1105.0,46.814943299,15.660712900,"8421,8422"
1645,Heldenberg,1104.0,48.4950,15.9410,"3701,3704,3710"
1646,Sankt Georgen bei Grieskirchen,1104.0,48.2166667,13.7833333,"4710,4713,4715"
1647,Guntersdorf,1103.0,48.65,16.05,2042
1648,Schöder,1102.0,47.181971724,14.111381776,8844
1649,Vogau,1101.0,46.731883706,15.602057626,"8423,8461,8472"
1650,Preitenegg,1101.0,46.9392,14.9244,"9441,9451"
1651,Rabensburg,1100.0,48.65,16.9,2274
1652,Obsteig,1099.0,47.3,10.9333,6416
1653,Hatting,1097.0,47.2833333,11.1666667,6402
1654,Laßnitz bei Murau,1096.0,47.111203,14.187717,"8813,8850"
1655,Apfelberg,1094.0,47.186208,14.824647,"8720,8734"
1656,Mitterberg,1094.0,47.461061,13.960272,"8954,8960,8961,8962"
1657,Nußdorf am Attersee,1093.0,47.8833333,13.5166667,4865
1658,Tragöß,1090.0,47.5,15.0666667,8612
1659,Lermoos,1090.0,47.4,10.8833333,6631
1660,Ranten,1089.0,47.159147293,14.084314674,8853
1661,See,1089.0,47.0833333,10.4666667,"6553,6555"
1662,Steegen,1088.0,48.3333333,13.7666667,"4722,4762"
1663,Pfaffenhofen,1088.0,47.3,11.0833333,6405
1664,Tannheim,1087.0,47.4990,10.5166667,6675
1665,Rottenbach,1086.0,48.2,13.6666667,"4681,4741"
1666,Laßnitzthal,1085.0,47.080523478,15.648216275,"8200,8302"
1667,Gaishorn am See,1085.0,47.490985213,14.548273824,8783
1668,Ellbögen,1080.0,47.1667,11.45,6082
1669,Baumkirchen,1080.0,47.3,11.5666667,6121
1670,Lichtenegg,1079.0,47.6,16.2,"2812,2813,2842,2851"
1671,Hohenbrugg-Weinberg,1077.0,46.947581,16.067494,"8350,8352"
1672,Gabersdorf,1076.0,46.782447348,15.589093973,"8424,8435,8461"
1673,Langenegg,1076.0,47.4680,9.8980,6941
1674,Antiesenhofen,1074.0,48.35,13.4,4980
1675,Saifen-Boden,1074.0,47.3220,15.7833,8225
1676,Unterkohlstätten,1074.0,47.375833,16.324167,"7434,7435"
1677,Oberdorf im Burgenland,1073.0,47.219725,16.218889,7501
1678,Raxendorf,1073.0,48.3390,15.2790,"3650,3653,3654"
1679,Albeck,1070.0,46.82,14.10,"9344,9571"
1680,Ottenschlag,1069.0,48.7,15.15,3631
1681,Albrechtsberg an der Großen Krems,1068.0,48.4641,15.3689,3613
1682,Sankt Michael im Burgenland,1068.0,47.12722,16.269167,7535
1683,Sankt Konrad,1068.0,47.9,13.8833333,4817
1684,Ehrenhausen,1065.0,46.725839408,15.585270359,8461
1685,Arnreit,1064.0,48.5333333,14.0,"4121,4122"
1686,Pillichsdorf,1064.0,48.3620,16.5400,2211
1687,Retzbach,1064.0,48.7815,15.9843,"2054,2070,2074"
1688,Scharndorf,1063.0,48.0930,16.8000,2403
1689,Leopoldschlag,1060.0,48.6166667,14.5,4262
1690,Draßburg,1060.0,47.744722,16.490278,7021
1691,Windigsteig,1060.0,48.7666667,15.2833333,"3841,3900"
1692,Bad Traunstein,1059.0,48.435081,15.112947,"3632,3633,3664"
1693,Stadl an der Mur,1058.0,47.087247805,13.983684558,8862
1694,Sonnhofen,1057.0,47.352775,15.803789,8225
1695,Sankt Margarethen an der Sierning,1051.0,48.159446,15.490278,3231
1696,Muckendorf-Wipfing,1043.0,48.3333333,16.15,3424
1697,Rohrbach an der Lafnitz,1042.0,47.388051146,15.991877833,8234
1698,Gerersdorf-Sulz,1042.0,47.0722,16.25,"7540,7542"
1699,Pill,1041.0,47.3166667,11.6833333,6130
1700,Rohr bei Hartberg,1040.0,47.245639,16.04675,"8274,8294"
1701,Hollenthon,1040.0,47.5833333,16.25,"2812,2813,2833"
1702,Röschitz,1037.0,48.6670,15.8880,"3730,3743"
1703,Walpersbach,1037.0,47.7166667,16.2333333,"2802,2821,2822"
1704,Innerschwand,1036.0,47.8333333,13.4,"4866,5310,5311"
1705,Buch-Geiseldorf,1036.0,47.232214,15.992017,"8272,8274"
1706,Hochwolkersdorf,1034.0,47.65,16.2833333,2802
1707,Neutal,1034.0,47.545833,16.445833,7343
1708,Marhof,1033.0,46.912517075,15.224101356,8510
1709,Ludweis-Aigen,1032.0,48.7847,15.4903,"3762,3814"
1710,Schwarzenbach,1032.0,47.6333333,16.35,"2802,2803"
1711,Heinfels,1027.0,46.7530,12.4410,9920
1712,Spielfeld,1026.0,46.706871660,15.634085947,8471
1713,Oberwölz Stadt,1026.0,47.203195005,14.281750922,8832
1714,Riegersberg,1025.0,47.4233,15.9020,"8234,8250,8251,8252,8253"
1715,Schönbühel-Aggsbach,1025.0,48.2639,15.3861,"3392,3642"
1716,Niederthalheim,1024.0,48.1,13.75,"4690,4691,4692,4902"
1717,Pama,1024.0,48.033333,17.016667,2422
1718,Eltendorf,1023.0,47.008333,16.197777,7562
1719,Sankt Marein bei Neumarkt,1023.0,47.065758968,14.427134205,8820
1720,Kaumberg,1023.0,48.0166667,15.8833333,2572
1721,Unserfrau-Altweitra,1022.0,48.7167,14.8833,"3962,3970"
1722,Amering,1020.0,47.058132896,14.732827331,"8742,9463"
1723,Bairisch Kölldorf,1019.0,46.872690952,15.927938698,8344
1724,Allhaming,1018.0,48.15,14.1666667,"4053,4511,4622"
1725,Aflenz Kurort,1014.0,47.544447,15.240186,"8621,8623"
1726,Helfenberg,1014.0,48.5333333,14.1333333,4184
1727,Pölla,1014.0,48.3666667,15.2666667,"3532,3593,3594"
1728,Fiss,1013.0,47.05,10.6166667,6533
1729,Pernersdorf,1013.0,48.7,16.0166667,"2052,2053"
1730,Greisdorf,1013.0,46.926715767,15.217062642,"8510,8511,8563"
1731,Burgau,1012.0,47.143222912,16.098687655,8291
1732,Schleißheim,1011.0,48.1666667,14.0666667,4600
1733,Niederkappel,1010.0,48.4666667,13.8833333,"4131,4132,4133"
1734,Stainz bei Straden,1009.0,46.823336287,15.891689736,"8345,8355"
1735,Mühlen,1009.0,47.030646101,14.507903317,"8820,8822"
1736,Nöchling,1007.0,48.2236,14.9833333,"3680,3691"
1737,Neuberg im Burgenland,1007.0,47.1689,16.259723,7535
1738,Doren,1007.0,47.4927778,9.8797222,6933
1739,Dorf an der Pram,1006.0,48.2833333,13.6166667,"4741,4742,4751"
1740,Tauplitz,1005.0,47.561655286,14.012503972,8982
1741,Reinsberg,1005.0,47.9833333,15.0666667,3264
1742,Schönberg im Stubaital,1002.0,47.1833333,11.4166667,"6020,6141"
1743,Sankt Jakob in Defereggen,1002.0,46.9170,12.3300,9963
1744,Kirchberg bei Mattighofen,1001.0,48.0333333,13.1,"5222,5232"
1745,Schlag bei Thalberg,1001.0,47.416887606,15.994348536,"8233,8234,8241"
1746,Ainet,999.0,46.8661111,12.7013889,9951
1747,Berg im Attergau,996.0,47.9333333,13.5166667,"4863,4880"
1748,Herrnbaumgarten,996.0,48.6970,16.6833333,2171
1749,Klein-Pöchlarn,994.0,48.2186,15.2226,"3652,3660"
1750,Unternberg,994.0,47.1166667,13.7333333,5585
1751,Kirnberg an der Mank,993.0,48.0706,15.3250,"3240,3241,3243"
1752,Hinterstoder,993.0,47.6833333,14.15,"4572,4573,4574"
1753,Innervillgraten,992.0,46.8119444,12.3747222,9932
1754,Pürgg-Trautenfels,992.0,47.526317,14.071717,"8951,8982"
1755,Mürzhofen,991.0,47.484964725,15.395687091,8644
1757,Stetteldorf am Wagram,991.0,48.4,16.0166667,"3430,3463,3464,3701"
1758,Sankt Johann am Wimberg,991.0,48.4833333,14.1166667,4172
1759,Opponitz,990.0,47.8775,14.8240,"3341,3342"
1760,Riefensberg,990.0,47.5,9.9666667,6943
1761,Edlitz,985.0,47.5833333,16.1333333,"2840,2842"
1762,Pierbach,985.0,48.35,14.75,"4274,4281,4282"
1763,Bizau,985.0,47.3688889,9.9233333,6874
1764,Deutsch-Griffen,985.0,46.855019,14.073794,"9571,9572"
1765,Neuhaus am Klausenbach,985.0,46.8689,16.02944,"8384,8385"
1766,Mallnitz,984.0,46.9900,13.1700,9822
1767,Ollersdorf im Burgenland,983.0,47.1864,16.164167,7533
1768,Güttenbach,982.0,47.16,16.288612,7535
1769,Gasen,979.0,47.383303123,15.571313037,8616
1770,Pramet,976.0,48.140443,13.48623,4925
1771,Pfaffenschlag bei Waidhofen an der Thaya,975.0,48.8333333,15.1833333,3834
1772,Eberau,974.0,47.105278,16.461667,"7521,7522"
1773,Seggauberg,973.0,46.769121148,15.520819215,"8430,8451,8462"
1774,Seefeld-Kadolz,973.0,48.7146,16.1764,2062
1775,Spannberg,971.0,48.4650,16.7420,2244
1776,Weikersdorf am Steinfelde,967.0,47.8,16.1333333,"2700,2722"
1777,Eichfeld,966.0,46.726225412,15.772089599,"8480,8481"
1778,Gossendorf,964.0,46.910301374,15.929504043,"8330,8344"
1779,Innerbraz,963.0,47.15,9.9166667,6751
1780,Jerzens,961.0,47.15,10.7333333,"6473,6474"
1781,Rosenburg-Mold,959.0,48.63,15.67,"3571,3573,3580,3744"
1782,Puchkirchen am Trattberg,958.0,48.0333333,13.5666667,4850
1783,Meiseldorf,957.0,48.6611,15.7667,"3730,3744,3751"
1784,Flirsch,957.0,47.15,10.4,6572
1785,Großriedenthal,956.0,48.4833333,15.8666667,"3470,3471"
1786,Angath,954.0,47.5,12.0667,6300
1787,Maria Laach am Jauerling,953.0,48.3035,15.3440,"3620,3643"
1788,Pettnau,952.0,47.3,11.1333333,6410
1789,Schleedorf,951.0,47.95,13.15,5205
1790,Matrei am Brenner,950.0,47.1333333,11.45,6143
1791,Weißenkirchen im Attergau,949.0,47.9333333,13.3833333,"4890,4891,5204"
1792,Pollham,949.0,48.2570,13.8510,"4710,4732"
1793,Sankt Georgen ob Judenburg,948.0,47.206613787,14.499769290,"8756,8800"
1794,Hüttschlag,946.0,47.1666667,13.2333333,5612
1796,Franking,945.0,48.05,12.9166667,5131
1797,Roßbach,944.0,48.2,13.25,"5272,5273"
1798,Schönbach,942.0,48.45,15.0333333,"3632,3633"
1799,Geistthal,941.0,47.171036294,15.165189316,8153
1800,Gschaid bei Birkfeld,940.0,47.352297028,15.703820776,8190
1801,Bruck am Ziller,940.0,47.3833333,11.85,6262
1802,Glödnitz,936.0,46.874861,14.117842,"9345,9346,9363"
1803,Pfaffstätt,935.0,48.0666667,13.1333333,"5222,5230"
1804,Unterwart,935.0,47.258889,16.233889,7501
1805,Mönichwald,934.0,47.446129657,15.883600838,"8251,8252,8253"
1806,Schoppernau,932.0,47.3133333,10.0175,6886
1807,Hallstatt,931.0,47.5666667,13.6666667,"4823,4830"
1808,Hieflau,929.0,47.607048269,14.744668221,8920
1809,Zagersdorf,926.0,47.765,16.5125,7011
1810,Weiden an der March,925.0,48.31,16.85,"2261,2295"
1811,Michelbach,925.0,48.1,15.75,3074
1812,Winklern bei Oberwölz,925.0,47.201633637,14.243425916,8832
1813,Schollach,921.0,48.1800,15.3750,"3382,3390"
1814,Gaubitsch,919.0,48.6560,16.3800,2154
1815,Limberg bei Wies,917.0,46.739450037,15.217817894,"8541,8542,8551"
1816,Hirm,917.0,47.7861,16.455555,7024
1817,Altmelon,917.0,48.45,14.9666667,"3633,3925,4372"
1818,Wängle,917.0,47.4833333,10.6833333,6600
1819,Pichl-Preunegg,915.0,47.391209,13.613838,"8970,8973,8974"
1820,Mörtschach,915.0,46.918111,12.914069,"9841,9842"
1821,Moosbach,913.0,48.2,13.1666667,"4952,5271,5272"
1822,Ramsau,911.0,48.0,15.8,"3170,3172"
1823,Strem,910.0,47.05,16.414724,7522
1824,Fornach,909.0,48.0333333,13.4333333,"4890,4892"
1825,Lans,908.0,47.2333333,11.45,6072
1826,Oberzeiring,907.0,47.251128294,14.486881051,8762
1827,Polling im Innkreis,907.0,48.2333333,13.2666667,"4943,4951"
1828,Heiligenbrunn,907.0,47.0252788,16.415833,7522
1829,Au am Leithaberge,906.0,47.92,16.555,2451
1830,Dürnstein,906.0,48.3833333,15.5166667,3601
1831,Grafenschlag,906.0,48.5,15.1666667,3912
1832,Altenmarkt bei Sankt Gallen,902.0,47.724418059,14.648903339,8934
1833,Hohenruppersdorf,900.0,48.4630,16.6550,2223
1834,Schrattenthal,900.0,48.7150,15.9055,2073
1835,Haunoldstein,897.0,48.2,15.45,3384
1836,Leisach,896.0,46.8125,12.7486111,9900
1837,Zillingtal,895.0,47.813056,16.4063887,"7033,7034"
1838,Piringsdorf,893.0,47.448889,16.418333,7371
1839,Schmirn,892.0,47.0790,11.5620,6154
1840,Raggal,892.0,47.2166667,9.8330556,6741
1841,Sankt Martin am Wöllmißberg,892.0,47.010215168,15.103469703,"8563,8570,8580,8583"
1842,Predlitz-Turrach,890.0,47.0369,13.9126,"8862,8863,8864,9565"
1843,Rechberg,887.0,48.3210,14.7110,"4322,4323"
1844,Goldwörth,886.0,48.3333333,14.1,4100
1845,Aich,886.0,47.422383444,13.820706406,"8962,8965,8966,8967"
1846,Sankt Thomas am Blasenstein,884.0,48.3130,14.7620,"4282,4322,4362,4363,4364"
1847,Weiden bei Rechnitz,884.0,47.3025,16.347778,"7461,7463,7503"
1848,Patsch,883.0,47.2,11.4166667,6082
1849,Strassen,883.0,46.7538889,12.4841667,9920
1850,Krimml,880.0,47.2220,12.1750,5743
1851,Sankt Nikola an der Donau,879.0,48.23,14.895,"4381,4382"
1852,Gerersdorf,878.0,48.1833333,15.55,3385
1853,Galtür,878.0,46.9666667,10.1833333,6563
1854,Lutzmannsburg,877.0,47.464167,16.640833,7361
1855,Kartitsch,877.0,46.7288889,12.5008333,9941
1856,Anger,877.0,47.274008645,15.689970300,8184
1857,Hof bei Straden,877.0,46.801102368,15.895074882,"8345,8355,8484"
1858,Baumgarten,876.0,47.738889,16.502222,7021
1859,Außervillgraten,876.0,46.7875,12.4313889,9931
1860,Palting,876.0,48.0156,13.1302,5163
1861,Trautmannsdorf in Oststeiermark,876.0,46.875803792,15.883573028,"8343,8344"
1862,Sankt Stefan am Walde,872.0,48.5666667,14.1,"4170,4171,4184"
1863,Ritzing,870.0,47.611389,16.496389,7323
1864,Silbertal,868.0,47.0833333,9.9833333,6780
1865,Södingberg,865.0,47.1,15.1666667,"8113,8152,8153"
1866,Pennewang,865.0,48.1333333,13.85,"4624,4625,4672"
1867,Eichberg-Trautenburg,863.0,46.69706,15.44433,"8452,8453,8454,8463"
1868,Maria Taferl,863.0,48.2166667,15.15,"3661,3672"
1869,Nikolsdorf,862.0,46.7858333,12.9133333,9782
1870,Kleinzell,858.0,47.9800,15.7360,"2663,3163,3171,3192"
1871,Hausbrunn,858.0,48.6297,16.8292,2145
1872,Auersbach,857.0,47.020101214,15.853544302,"8330,8332,8333"
1873,Krispl,857.0,47.7166667,13.1833333,5421
1874,Oberwölz Umgebung,855.0,47.2,14.2833333,"8831,8832"
1875,Tollet,854.0,48.2333333,13.85,"4710,4712,4715"
1876,Diex,851.0,46.7444,14.6167,"9102,9103,9111,9112"
1877,Obervogau,849.0,46.747269229,15.582882250,"8461,8472"
1878,Ranggen,846.0,47.2666667,11.2,"6170,6175"
1879,Polling in Tirol,842.0,47.2833333,11.15,6403
1880,Schwand im Innkreis,842.0,48.1833333,12.9666667,5134
1881,Fallbach,842.0,48.6550,16.4150,2133
1882,Brunn an der Wild,842.0,48.6942,15.5195,"3595,3761"
1883,Steinbach am Ziehberg,841.0,47.8833333,14.0166667,"4562,4644"
1884,Petersdorf II,839.0,46.994427589,15.692948664,"8082,8323,8324"
1885,Pertlstein,839.0,46.942163139,15.958143586,"8330,8344,8350"
1886,Klein-Neusiedl,838.0,48.0833,16.6,2431
1887,Raiding,836.0,47.566111,16.531389,7321
1888,Willendorf,835.0,47.7833333,16.05,"2731,2732"
1889,Manning,833.0,48.081,13.6666667,"4841,4901,4904"
1890,Elbigenalp,832.0,47.3,10.4333333,"6652,6653"
1891,Hartl,831.0,47.176622640,15.914419046,"8224,8265,8272"
1892,Haibach im Mühlkreis,829.0,48.45,14.35,4204
1893,Bichlbach,829.0,47.4166667,10.7833333,6621
1894,Neukirchen bei Lambach,828.0,48.1,13.8166667,4671
1895,Schrattenberg,828.0,48.7240,16.7230,2172
1896,Raning,827.0,46.860541232,15.823325928,8342
1897,Sigharting,826.0,48.4,13.6,4771
1898,Strass im Zillertal,825.0,47.395918,11.820823,"6200,6261"
1899,Droß,824.0,48.465353,15.572431,3552
1900,Ebenthal,824.0,48.4333333,16.7833333,2251
1901,Waldbach,823.0,47.449117275,15.837501270,8253
1902,Klam,823.0,48.2166667,14.7833333,4352
1903,Rußbach am Paß Gschütt,820.0,47.5926,13.4666667,5442
1904,Altenburg,820.0,48.65,15.59,3591
1905,Steinbach am Attersee,820.0,47.8320,13.5490,4853
1906,Hohenthurn,820.0,46.557928,13.6561,"9601,9602,9613"
1907,Hannersdorf,819.0,47.230278,16.381111,"7473,7474"
1908,Werfenweng,819.0,47.4620,13.2590,5453
1909,Pattigham,819.0,48.15,13.4833333,"4910,4921,4925"
1910,Markgrafneusiedl,818.0,48.2666667,16.6333333,2282
1911,Niederleis,816.0,48.55,16.4,"2115,2116"
1912,Wolfsberg im Schwarzautal,815.0,46.845596628,15.660093619,8421
1913,Wendling,809.0,48.231718,13.666259,"4720,4741"
1914,Stotzing,809.0,47.905,16.54722,2443
1915,Sankt Lorenzen bei Knittelfeld,809.0,47.248975540,14.895677591,"8714,8715,8720"
1916,Breitenfeld an der Rittschein,808.0,47.029776817,15.955635256,"8312,8313,8333"
1917,Stratzing,805.0,48.45,15.6,3552
1918,Furth an der Triesting,805.0,47.9728,15.9733,2564
1919,Höflein an der Hohen Wand,805.0,47.79,16.02,"2724,2732,2733"
1920,Aistersheim,804.0,48.1833333,13.75,4676
1921,Schachendorf,803.0,47.264722,16.434167,"7472,7503"
1922,Oberloisdorf,803.0,47.446667,16.507222,7451
1923,Gaimberg,803.0,46.85,12.7833,9900
1924,Dienten am Hochkönig,801.0,47.3780,13.0010,5652
1925,Pians,800.0,47.1333333,10.5,"6551,6591"
1926,Sonnberg im Mühlkreis,798.0,48.5333333,14.4666667,"4180,4202"
1927,Gerlos,793.0,47.2333333,12.0333333,6281
1928,Krumau am Kamp,792.0,48.5833333,15.4333333,"3543,3544"
1929,Langegg bei Graz,791.0,47.060095211,15.634519797,"8302,8323"
1930,Hopfgarten in Defereggen,791.0,46.9191667,12.5363889,9961
1931,Johnsdorf-Brunn,790.0,46.953097,15.989253,8350
1932,Sankt Margarethen im Lungau,789.0,47.079722,13.695,5581
1933,Stössing,788.0,48.1230,15.8140,"3072,3073,3074"
1934,Sankt Martin am Grimming,788.0,47.489320391,13.982001189,"8954,8962"
1935,Weißensee,786.0,46.7167,13.3,9762
1936,Wildermieming,786.0,47.3166667,11.0166667,6414
1937,Sankt Ulrich am Waasen,781.0,46.949192694,15.543517902,"8072,8081,8412"
1938,Weichselbaum,780.0,46.9420,16.1875,8382
1939,Pichl-Kainisch,780.0,47.572247,13.846331,"8983,8984"
1940,Japons,780.0,48.7833333,15.5666667,3763
1941,Kleinarl,779.0,47.2833333,13.3166667,5603
1942,Schwarzau im Gebirge,778.0,47.8,15.7,"2661,2662"
1943,Stummerberg,778.0,47.2833333,11.9166667,6272
1944,Rettenegg,778.0,47.526599841,15.780498651,8674
1945,Oberkurzheim,775.0,47.230930528,14.581255382,"8761,8762"
1946,Ehenbichl,773.0,47.47033,10.70168,"6600,"
1947,Bocksdorf,771.0,47.143333,16.174722,7551
1948,Sankt Marienkirchen am Hausruck,771.0,48.1833333,13.5666667,4926
1949,Sankt Veit in Defereggen,769.0,46.9250,12.4240,9962
1950,Radmer,768.0,47.546128014,14.760846669,"8795,8920"
1951,Kohlschwarz,766.0,47.1166667,15.1166667,"8572,8573"
1952,Straning-Grafenberg,765.0,48.6167,15.8583,"3722,3730"
1953,Schwendt,764.0,47.63,12.39,6345
1954,Altlichtenwarth,763.0,48.6460,16.7950,2144
1955,Vornholz,759.0,47.4166667,15.85,"8250,8253,8254"
1956,Kainach bei Voitsberg,757.0,47.140787804,15.092419586,"8573,8593"
1957,Eggern,755.0,48.9080,15.1490,"3860,3861"
1958,Velm-Götzendorf,755.0,48.4666667,16.7833333,2245
1959,Oberdorf am Hochegg,755.0,46.977866422,15.724923071,"8082,8324"
1960,Obertilliach,754.0,46.7105556,12.6144444,9942
1961,Vorderstoder,752.0,47.7,14.2166667,"4573,4574,4575"
1962,Senftenbach,751.0,48.2610,13.4180,4973
1963,Bad Schönau,749.0,47.4833333,16.2333333,2853
1964,Treubach,748.0,48.1944,13.2120,"5271,5272"
1965,Kolsassberg,748.0,47.3,11.6333,6114
1966,Fladnitz im Raabtal,747.0,46.990199061,15.788126003,"8322,8332"
1967,Imsterberg,746.0,47.2070,10.7,6491
1968,Obertraun,745.0,47.55,13.6833333,4831
1969,Labuch,745.0,47.071292033,15.679603541,"8200,8321"
1970,Klösterle,744.0,47.1333333,10.0833333,"6754,6762"
1971,Miesenbach bei Birkfeld,743.0,47.369631189,15.760412907,8190
1972,Vichtenstein,743.0,48.5280,13.6500,4091
1973,Königsdorf,743.0,47.005278,16.171389,7563
1974,Oberkappel,743.0,48.55,13.7666667,"4144,4152,4154"
1975,Ossiach,741.0,46.675,13.982222,"9231,9560,9570"
1976,Rosenau am Hengstpaß,739.0,47.7166667,14.4166667,"4580,4581,4591"
1977,Jabing,739.0,47.238333,16.271667,7503
1978,Hirschegg,736.0,47.019568810,14.958468896,8584
1979,Langau,733.0,48.8166667,15.7,2091
1980,Sankt Kathrein am Hauenstein,731.0,47.490082444,15.690568444,"8671,8672,8673"
1981,Eggendorf im Traunkreis,731.0,48.1166667,14.1333333,"4616,4622"
1982,Schnifis,729.0,47.2166667,9.7330556,6822
1983,Perwang am Grabensee,728.0,48.004,13.0833333,"5152,5163,5165"
1984,Wolfsthal,728.0,48.1333333,17.0,2412
1985,Markt Neuhodis,728.0,47.29611,16.396389,7464
1986,Sankt Andrä im Lungau,726.0,47.15,13.7833333,"5571,5580"
1987,Sonntag,722.0,47.2370,9.8980,6731
1988,Kleinlobming,722.0,47.151133686,14.846664947,"8592,8734,8741"
1989,Laterns,721.0,47.2660,9.7030,6830
1990,Poppendorf,718.0,46.859374291,15.861196428,"8342,8343"
1991,Häselgehr,718.0,47.3166667,10.5,6651
1992,Andrichsfurt,718.0,48.25,13.5166667,"4754,4971,4972"
1993,Steeg,717.0,47.2333333,10.2833333,"6655,6767"
1994,Pernegg,717.0,48.7333333,15.6166667,3753
1995,Fusch an der Großglocknerstraße,714.0,47.2260,12.8260,5672
1996,Antau,713.0,47.773056,16.4767,7041
1997,Neudorf bei Parndorf,712.0,48.0166667,16.927,2475
1998,Kirchschlag,712.0,48.3833333,15.2166667,"3631,3664"
1999,Heiligenberg,711.0,48.35,13.8166667,4730
2000,Alberndorf im Pulkautal,710.0,48.7030,16.1,2054
2001,Lödersdorf,709.0,46.957587321,15.947891033,"8333,8334,8361"
2002,Studenzen,708.0,47.005686390,15.756218116,8322
2003,Schottwien,707.0,47.65,15.8666667,2641
2004,Wattenberg,706.0,47.2833333,11.6,6112
2005,Kirchheim im Innkreis,706.0,48.2,13.3833333,4932
2006,Eitzing,705.0,48.2333333,13.4166667,"4941,4971,4973"
2007,Miesenbach,702.0,47.8333333,15.9833333,2761
2008,Stiwoll,702.0,47.102728457,15.219161598,8113
2009,Peterskirchen,701.0,48.2333333,13.55,"4743,4754"
2010,Unterfrauenhaid,696.0,47.5725,16.499722,7321
2011,Karrösten,696.0,47.2166667,10.7666667,6460
2012,Bildstein,696.0,47.45,9.7666667,"6858,6960"
2013,Thüringerberg,695.0,47.2166667,9.7830556,6721
2014,Reingers,694.0,48.9666667,15.1480,"3863,3874"
2015,Rachau,693.0,47.216409052,14.913828704,8720
2016,Teufenbach,692.0,47.131244466,14.360753355,8833
2017,Schwarzenberg am Böhmerwald,691.0,48.7333333,13.8166667,"4161,4163,4164"
2018,Moorbad Harbach,691.0,48.7,14.8,"3970,3971"
2019,Hainersdorf,691.0,47.113238358,15.944312289,8264
2020,Bach,690.0,47.270414,10.405564,"6653,6654"
2021,Brand,686.0,47.1040,9.7380,6708
2022,Hirnsdorf,685.0,47.192469642,15.828567634,8221
2023,Ungerdorf,685.0,47.088320582,15.678531705,8200
2024,Frutten-Gießelsdorf,682.0,46.823853,15.932667,"8354,8355"
2025,Tösens,680.0,47.0166667,10.6,6541
2026,Neustift an der Lafnitz,679.0,47.367222,16.028056,7423
2027,Kapellen,679.0,47.647031033,15.630432075,8691
2028,Wernersdorf,677.0,46.715745562,15.207178302,"8551,8552,8553"
2029,Tiefenbach bei Kaindorf,677.0,47.223047,15.862614,"8222,8224"
2030,Sankt Anton im Montafon,677.0,47.1166667,9.8666667,6771
2031,Niederndorferberg,674.0,47.6640,12.23,6342
2032,Eisgarn,674.0,48.9160,15.1,3862
2033,Aggsbach,674.0,48.319,15.4000,"3641,3643"
2034,Pruggern,674.0,47.425447958,13.871578558,"8962,8965"
2035,Zell,673.0,46.5,14.4,"9170,9173"
2036,Fraxern,673.0,47.3166667,9.6666667,6833
2037,Berg,671.0,48.1,17.0333333,"2412,2413"
2038,Sankt Jakob in Haus,670.0,47.5,12.55,6391
2039,Blaindorf,669.0,47.174844403,15.868897895,"8221,8222,8224,8265"
2040,Oberweg,668.0,47.146660645,14.631187295,"8742,8750"
2041,Bachmanning,667.0,48.1166667,13.8,4672
2042,Feistritz bei Knittelfeld,666.0,47.267625331,14.892383341,"8715,8733"
2043,Edlbach,666.0,47.7,14.35,"4580,4581,4582"
2044,Dienersdorf,665.0,47.241261411,15.900842375,8224
2045,Naintsch,664.0,47.337187881,15.609453704,"8172,8184"
2046,Loich,663.0,47.9833333,15.4,"3204,3211"
2047,Rabenwald,662.0,47.3,15.8,8225
2048,Annaberg,662.0,47.8720,15.3770,"3222,3223"
2049,Wielfresen,662.0,46.732019,15.119731,"8541,8551"
2050,Wald am Schoberpaß,659.0,47.451164158,14.673964197,8781
2051,Hainzenberg,659.0,47.2166667,11.9,"6280,6283"
2052,Krakaudorf,659.0,47.182124578,14.020366419,8854
2053,Pöttelsdorf,657.0,47.75,16.4333333,7023
2054,Schwarzau im Schwarzautal,656.0,46.876209934,15.664831774,8421
2055,Sankt Blasen,655.0,47.094524917,14.302347848,"8812,8813"
2056,Feistritz an der Gail,655.0,46.573889,13.603889,9613
2057,Altschwendt,654.0,48.3333333,13.6833333,"4721,4755"
2058,Zellberg,650.0,47.2333333,11.85,6280
2059,Stambach,650.0,47.3462,15.9495,"8225,8232,8250"
2060,Holzhausen,648.0,48.2166667,14.0833333,4615
2061,Sankt Lorenzen bei Scheifling,645.0,47.145200561,14.407184269,"8811,8820"
2062,Gnadenwald,644.0,47.3333333,11.5833333,6060
2063,Kaltenberg,643.0,48.45,14.7666667,4273
