,Location,Inhabitants,Latitude,Longitude,Postalcodes
818,Edt bei Lambach,2078.0,48.1166667,13.8833333,4650
819,Judenau-Baumgarten,2076.0,48.2792,16.0208,3441
820,Eben im Pongau,2076.0,47.2166667,13.2,"5521,5531"
821,Werndorf,2072.0,46.924474314,15.490741814,8402
822,Sittersdorf,2072.0,46.544325,14.606278,"9123,9133,9141"
823,Klein Sankt Paul,2072.0,46.8361111,14.541667,"9372,9373,9374"
824,Nassereith,2072.0,47.3166667,10.8333333,6465
825,Sankt Martin an der Raab,2072.0,46.9195,16.135,"8350,8380,8383,8384,8385"
826,Altenmarkt an der Triesting,2068.0,48.0166,15.9939,"2564,2565,2571,2572"
827,Bad Waltersdorf,2068.0,47.170184034,16.008104497,"8264,8271"
828,Vorderweißenbach,2067.0,48.55,14.2166667,"4183,4184,4190,4191"
829,Sankt Stefan ob Leoben,2066.0,47.318374490,14.980304534,"8713,8714"
830,Irschen,2066.0,46.7569444,13.0252778,"9773,9781"
831,Stadtschlaining,2064.0,47.323889,16.276946,"7400,7461,7503"
832,Grünau im Almtal,2062.0,47.85,13.95,"4644,4645"
833,Allentsteig,2059.0,48.6833333,15.3166667,3804
834,Sankt Johann im Saggautal,2056.0,46.702425214,15.400411390,"8443,8452,8453,8454,8544"
835,Karlstetten,2055.0,48.25,15.5666667,3121
836,Sankt Johann am Walde,2053.0,48.1166667,13.2833333,"5241,5242,5251"
837,Übelbach,2053.0,47.226138969,15.234775843,"8122,8124"
838,Paldau,2053.0,46.940653593,15.792288617,"8324,8341"
839,Lichtenau im Waldviertel,2050.0,48.4970,15.3900,"3522,3524,3542,3613"
840,Achenkirch,2049.0,47.5166667,11.7,6215
841,Aspangberg-Sankt Peter,2049.0,47.5500,16.0200,"2870,2872,2873"
842,Reichenfels,2047.0,47.0,14.75,9463
843,Strengberg,2046.0,48.143333,14.650556,"3314,3354"
844,Podersdorf am See,2046.0,47.857778,16.833611,7141
845,Zell an der Pram,2046.0,48.3166667,13.6166667,"4721,4752,4755"
846,Taufkirchen an der Trattnach,2042.0,48.247056,13.749083,"4715,4716,4720,4741"
847,Söding,2040.0,47.002514,15.289494,8561
848,Fraham,2036.0,48.2833333,14.0333333,"4070,4075,4612"
849,Hohenzell,2034.0,48.1833333,13.5333333,"4910,4921,4922"
850,Assling,2030.0,46.7833333,12.6333333,9911
851,Roitham,2027.0,48.0333333,13.8333333,"4661,4662,"
852,Kopfing im Innkreis,2027.0,48.4333333,13.65,"4723,4725,4761,4793,4794"
853,Schweiggers,2027.0,48.6666667,15.0666667,"3922,3923,3931,3932"
854,Terfens,2027.0,47.3166667,11.65,"6060,6123"
855,Reichenau,2026.0,46.85,13.8800,"9564,9565"
856,Glanegg,2025.0,46.716667,14.206389,"9555,9556,9560"
857,Strallegg,2024.0,47.410431541,15.725116102,"8190,8192,8673"
858,Wenns,2023.0,47.1666667,10.7333333,6473
859,Großrußbach,2022.0,48.4666667,16.4166667,"2113,2114"
860,Riedau,2022.0,48.3,13.6333333,"4751,4752"
861,Sankt Radegund bei Graz,2021.0,47.180187246,15.489677600,8061
862,Rietz,2016.0,47.2833333,11.05,6421
863,Mitterdorf an der Raab,2015.0,47.169935849,15.614911087,"8160,8181"
864,Aldrans,2015.0,47.2530,11.4470,"6071,6073,6074"
865,Maria-Lanzendorf,2014.0,48.1,16.4167,2326
866,Stainach,2012.0,47.533672194,14.108125873,8950
867,Stanz im Mürztal,2009.0,47.466660819,15.499598381,8653
868,Wilfersdorf,2008.0,48.5833333,16.6333333,"2185,2193"
869,Wolfsegg am Hausruck,2007.0,48.1,13.6666667,"4902,4904"
870,Waldegg,2006.0,47.8666667,16.0333333,"2724,2753,2754,2755,2761"
871,Kappel am Krappfeld,2005.0,46.8378,14.4862,"9314,9321,9330,9334,9372,9373"
872,Zeiselmauer-Wolfpassing,2003.0,48.3667,16.125,3424
873,Mautern in Steiermark,2001.0,47.397701129,14.835608181,8774
874,Fritzens,2000.0,47.3,11.5833333,6122
875,Breitenau am Hochlantsch,1999.0,47.391331,15.436539,8614
876,Staatz,1999.0,48.6780,16.4900,"2134,2141"
877,Passail,1996.0,47.281973743,15.515298284,"8162,8163"
878,Türnitz,1995.0,47.9310,15.4920,"3183,3184"
879,Rennweg am Katschberg,1994.0,47.019847,13.610261,"9862,9863"
880,Brunnenthal,1990.0,48.4666667,13.45,"4780,4783,4791"
881,Enzenreith,1990.0,47.6680,15.9510,"2632,2640"
882,Steinbach an der Steyr,1989.0,47.9666667,14.2666667,"4593,4594"
883,Lockenhaus,1988.0,47.406389,16.419167,7442
884,Weiden am See,1983.0,47.927778,16.8666667,"7100,7121"
885,Steinbrunn,1981.0,47.837222,16.41445,"2491,7035"
886,Eggersdorf bei Graz,1980.0,47.124041859,15.603236695,8063
887,Sankt Ruprecht an der Raab,1979.0,47.154975638,15.663105189,8181
888,Zurndorf,1977.0,47.983056,17.003056,2424
889,Gresten,1977.0,47.9833333,15.0166667,3264
890,Mooskirchen,1975.0,46.984651720,15.282412806,8562
891,Orth an der Donau,1971.0,48.1450,16.7,2304
892,Oberndorf in Tirol,1969.0,47.5,12.3833333,6372
893,Lebring-Sankt Margarethen,1968.0,46.854382916,15.538243789,8403
894,Kukmirn,1967.0,47.075556,16.208889,"7540,7543"
895,Mutters,1967.0,47.2333333,11.3833333,"6020,6162"
896,Heimschuh,1965.0,46.753371527,15.487978327,"8430,8451,8452"
897,Kennelbach,1965.0,47.4830556,9.7666667,6921
898,Lunz am See,1965.0,47.8600,15.0300,3293
899,Unken,1964.0,47.65,12.7166667,5091
900,Tarsdorf,1963.0,48.0833333,12.8333333,5121
901,Allerheiligen im Mürztal,1963.0,47.482896748,15.411033078,"8643,8650,8652,8653"
902,Mortantsch,1961.0,47.208431145,15.577001595,8160
903,Hadersdorf-Kammern,1960.0,48.4583,15.7167,3493
904,Horitschon,1959.0,47.589444,16.546667,7312
905,Fels am Wagram,1957.0,48.4333333,15.8166667,"3481,3482"
906,Marz,1957.0,47.719444,16.4166667,7221
907,Sitzenberg-Reidling,1952.0,48.2722,15.8917,3454
908,Lechaschau,1950.0,47.4833333,10.7,6600
909,Bad Sauerbrunn,1949.0,47.775,16.325,7202
910,Sankt Johann in der Haide,1948.0,47.280729776,16.025824781,"8230,8294,8295"
911,Randegg,1948.0,48.0,14.9666667,"3263,3264,3340,3364"
912,Gosau,1947.0,47.5666667,13.5166667,"4824,4825"
913,Tux,1942.0,47.15,11.75,"6293,6294"
914,Rüstorf,1942.0,48.0680,13.8200,"4690,4693"
915,Weikendorf,1940.0,48.3440,16.7667,2253
916,Röthis,1937.0,47.2930,9.6580,6832
917,Kirchschlag bei Linz,1936.0,48.4,14.2666667,"4040,4201,4202"
918,Hinzenbach,1936.0,48.3166667,14.0,"4070,4075"
919,Senftenberg,1935.0,48.4333333,15.55,"3500,3541"
920,Sankt Martin im Sulmtal,1933.0,46.756144242,15.296986149,"8522,8542,8543,8544,8551"
921,Aspang-Markt,1926.0,47.5550,16.0920,2870
922,Lofer,1924.0,47.5833333,12.6833333,5090
923,Navis,1923.0,47.13,11.5380,6143
924,Bezau,1920.0,47.385,9.9016667,6870
925,Altaussee,1918.0,47.639808397,13.764656868,8992
926,Eidenberg,1917.0,48.3833333,14.2333333,4201
927,Wallern im Burgenland,1911.0,47.728333,16.937222,7151
928,Götzendorf an der Leitha,1909.0,48.0133333,16.5800,"2434,2435"
929,Kirchham,1906.0,47.9666667,13.9,"4656,"
930,Markersdorf-Haindorf,1900.0,48.1833,15.4833,"3384,3385"
931,Kirchstetten,1900.0,48.1833333,15.8166667,"3061,3062"
932,Meiningen,1897.0,47.2997222,9.5830556,6812
933,Pupping,1895.0,48.3350,14.0010,"4070,4081"
934,Gnas,1894.0,46.873358918,15.826298678,"8330,8342"
935,Allhartsberg,1893.0,48.02685,14.7916,"3331,3365"
936,Stans,1892.0,47.3666667,11.7166667,"6135,6200"
937,Selzthal,1889.0,47.549333960,14.313679600,"8786,8900"
938,Niederneukirchen,1888.0,48.15,14.3333333,4491
939,Reichraming,1888.0,47.8833333,14.45,4462
940,Gießhübl,1887.0,48.1,16.2333333,2372
941,Greifenburg,1886.0,46.75065,13.180386,9761
942,Thörl,1886.0,47.518084564,15.219859313,"8621,8623,8624"
943,Spillern,1886.0,48.3780,16.25,2104
944,Neumarkt in Steiermark,1883.0,47.073253904,14.425255218,8820
945,Asperhofen,1880.0,48.2440,15.9250,"3034,3041,3443,3451"
946,Wulkaprodersdorf,1879.0,47.79334,16.49444,7041
947,Halbturn,1878.0,47.871111,16.974444,7131
948,Engelhartstetten,1877.0,48.1820,16.8850,"2292,2294"
949,Kobersdorf,1872.0,47.595278,16.392222,"7332,7341"
950,Aigen im Mühlkreis,1872.0,48.6333333,13.9666667,4160
951,Wimpassing im Schwarzatale,1872.0,47.69972,16.021389,2632
952,Schönkirchen-Reyersdorf,1871.0,48.3700,16.6917,2241
953,Schönau an der Triesting,1871.0,47.9350,16.2530,"2525,2544,2602"
954,Zillingdorf,1870.0,47.85,16.3333333,"2491,2492"
955,Wiesing,1869.0,47.4,11.8,6200
956,Kirchberg an der Raab,1868.0,46.984627785,15.769516307,8324
957,Feldkirchen bei Mattighofen,1867.0,48.0666667,13.05,"5142,5143"
958,Lech,1865.0,47.2,10.15,"6763,6764"
959,Natters,1862.0,47.2333333,11.3666667,"6020,6091,6161"
960,Königstetten,1862.0,48.3,16.1460,3433
961,Sankt Marienkirchen bei Schärding,1860.0,48.3833333,13.45,"4773,4774,4975,4980"
962,Oftering,1860.0,48.2333333,14.1333333,"4063,4064"
963,Sankt Veit am Vogau,1858.0,46.747102161,15.625682434,8423
964,Bad Vigaun,1858.0,47.6666667,13.1333333,5424
965,Hittisau,1858.0,47.45,9.95,6952
966,Maissau,1856.0,48.5710,15.8250,"3712,3713,3721"
967,Langschlag,1855.0,48.5760,14.8840,"3921,3973"
968,Sommerein,1855.0,47.9920,16.6580,"2434,2453"
969,Auersthal,1854.0,48.3666667,16.6333333,2214
970,Schwarzau am Steinfeld,1853.0,47.7306752,16.1706536,"2624,2625,2822"
971,Kittsee,1852.0,48.066667,17.066667,2421
972,Baldramsdorf,1851.0,46.801586,13.451456,"9800,9805"
973,Schönau im Mühlkreis,1851.0,48.3833333,14.7333333,"4274,4282,4293,4294"
974,Ludmannsdorf,1851.0,46.541206,14.136183,"9072,9181"
975,Yspertal,1850.0,48.2958,15.05,3683
976,Mannersdorf an der Rabnitz,1850.0,47.428889,16.527778,"7443,7444"
977,Apetlon,1849.0,47.74389,16.83056,"7132,7143,7161"
978,Gralla,1848.0,46.812839,15.566858,"8403,8430"
979,Ludersdorf-Wilfersdorf,1843.0,47.104383422,15.689953240,"8063,8200"
980,Greinbach,1843.0,47.311060306,15.955451205,"8225,8230"
981,Waidring,1838.0,47.5833333,12.5666667,6384
982,Weiler,1836.0,47.2997222,9.65,6833
983,Sistrans,1836.0,47.2333333,11.45,6073
984,Grünbach,1836.0,48.5333333,14.5166667,"4261,4264"
985,Schwadorf,1835.0,48.0666667,16.5833333,2432
986,Hall,1834.0,47.602926103,14.456030923,8911
987,Roßleithen,1830.0,47.6833333,14.2833333,"4572,4574,4575,4580"
988,Lassing,1828.0,47.525434706,14.262498872,"8900,8903,8940"
989,Sankt Anna am Aigen,1828.0,46.833606148,15.975715697,8354
990,Scheiblingkirchen-Thernberg,1826.0,47.6567,16.1433,"2813,2831,2832,2833"
991,Hollenstein an der Ybbs,1826.0,47.8030,14.7722,3343
992,Stumm,1825.0,47.2833333,11.8833333,6272
993,Bad Kleinkirchheim,1825.0,46.815006,13.798308,9546
994,Gaflenz,1824.0,47.8833333,14.7166667,"3334,3335"
995,Albersdorf-Prebuch,1822.0,47.1375,15.7125,"8181,8200,8211"
996,Großhöflein,1821.0,47.8344,16.4813889,7051
997,Unterweitersdorf,1821.0,48.366889,14.467278,"4210,4212"
998,Wolfsbach,1821.0,48.0790,14.6690,"3352,3354"
999,Rosegg,1820.0,46.5886,14.0186,"9184,9232"
1000,Walchsee,1818.0,47.65,12.3166667,6344
1001,Neumarkt an der Ybbs,1818.0,48.1410,15.0600,"3370,3371,3373"
1002,Hofstätten an der Raab,1818.0,47.074718988,15.748130977,"8200,8261,8311,8321"
1003,Gallizien,1818.0,46.56,14.5065,"9123,9131,9132,9133,9173"
1004,Steinhaus,1818.0,48.1166667,14.0166667,"4600,4641"
1005,Oggau am Neusiedler See,1817.0,47.831111,16.663056,7063
1006,Halbenrain,1815.0,46.721814970,15.947651310,"8484,8492"
1007,Liebenau,1814.0,48.5166667,14.8,"3925,4252"
1008,Sankt Egyden am Steinfeld,1813.0,47.7833333,16.1,"2624,2731"
1009,Pram,1812.0,48.2333333,13.6166667,"4741,4742,4922"
1010,Zell am Ziller,1810.0,47.2333333,11.8833333,"6280,6283"
1011,Winzendorf-Muthmannsdorf,1810.0,47.8167,16.1056,"2722,2723"
1012,Hatzendorf,1808.0,46.977543282,16.002451035,"8313,8333,8350,8361,8362"
1013,Mauterndorf,1808.0,47.1333333,13.6666667,5570
1014,Sankt Andrä-Höch,1803.0,46.788719,15.375172,"8441,8442,8443,8444,8505,8521,8522"
1015,Göpfritz an der Wild,1802.0,48.7166667,15.4,"3800,3811"
1016,Rust,1799.0,47.800556,16.676112,7071
1017,Sankt Roman,1799.0,48.4800,13.6166667,"4091,4725,4792,4793"
1018,Going am Wilden Kaiser,1792.0,47.5166667,12.3333333,6353
1019,Sigmundsherberg,1792.0,48.6870,15.75,"3742,3751,3752"
1020,Stall,1790.0,46.886944,13.034722,9832
1021,Waidmannsfeld,1789.0,47.8666667,15.9666667,"2761,2763"
1022,Asparn an der Zaya,1789.0,48.5860,16.4960,2151
1023,Inzersdorf im Kremstal,1788.0,47.9166667,14.0666667,"4553,4560,4643"
1024,Markt Allhau,1786.0,47.291389,16.080278,7411
1025,Schönberg am Kamp,1786.0,48.5190,15.6990,"3562,3564"
1026,Parschlug,1781.0,47.481047419,15.289365759,"8605,8642"
1027,Grünbach am Schneeberg,1777.0,47.7976,15.9866,2733
1028,Gai,1776.0,47.413301032,14.971364178,8793
1029,Weppersdorf,1775.0,47.579444,16.426944,"7331,7332"
1030,Trausdorf an der Wulka,1775.0,47.8141667,16.558056,7061
1031,Brand-Nagelberg,1774.0,48.85,14.9944,"3871,3873"
1032,Arbesbach,1772.0,48.4833333,14.95,"3920,3925"
1033,Bergland,1772.0,48.1556,15.1830,"3250,3252,3253,3373,3374"
1034,Rappottenstein,1772.0,48.5166667,15.0666667,"3911,3920"
1035,Deutsch Kaltenbrunn,1771.0,47.090555,16.106111,7572
1036,Ischgl,1771.0,47.0120,10.2910,"6561,6562"
1037,Absdorf,1769.0,48.4,15.9833333,3462
1038,Zwettl an der Rodl,1769.0,48.4666667,14.2666667,"4180,4181,4201"
1039,Sankt Peter am Wimberg,1769.0,48.5,14.0833333,"4170,4171,4184"
1040,Heiligenkreuz am Waasen,1767.0,46.955136154,15.586316448,8081
1041,Radkersburg Umgebung,1765.0,46.714542,15.991294,"8490,8492"
1042,Matzendorf-Hölles,1765.0,47.8917,16.2083,"2603,2751"
1043,Sipbachzell,1765.0,48.1,14.1166667,"4621,4642"
1044,Mischendorf,1763.0,47.194167,16.311944,"7503,7511,7512"
1045,Schwarzenberg,1762.0,47.4166667,9.85,"6850,6867"
1046,Jagerberg,1760.0,46.854154800,15.737881844,"8083,8091,8421"
1047,Zerlach,1759.0,46.944868695,15.651191486,"8081,8082"
1048,Lendorf,1759.0,46.8352778,13.4302778,"9800,9811"
1049,Dellach im Drautal,1758.0,46.7375,13.0783333,9772
1050,Breitenbrunn am Neusiedler See,1757.0,47.9430556,16.7366668,7091
1051,Piberbach,1757.0,48.1166667,14.2333333,4533
1052,Rangersdorf,1753.0,46.8652778,12.964767,"9833,9841"
1053,Niederwaldkirchen,1748.0,48.45,14.0833333,"4113,4120,4172,4173,4174,4175"
1054,Ilztal,1747.0,47.158142,15.757064,"8200,8211"
1055,Pamhagen,1745.0,47.702222,16.906667,7152
1056,Enzenkirchen,1743.0,48.3833333,13.65,"4761,4762,4771,4794"
1057,Mitterndorf an der Fischa,1740.0,47.9976,16.4700,"2440,2441"
1058,Emmersdorf an der Donau,1738.0,48.2333333,15.3333333,"3644,3652,3653"
1059,Rohrendorf bei Krems,1737.0,48.4166667,15.65,3495
1060,Mitterkirchen im Machland,1737.0,48.1833333,14.7,4343
1061,Ravelsbach,1735.0,48.55,15.85,3720
1062,Prutz,1734.0,47.0833333,10.6666667,6522
1063,Spital am Semmering,1734.0,47.615073726,15.751651296,"2680,8680,8684,8685"
1064,Stockenboi,1733.0,46.721711,13.499303,"9701,9711,9713,9714"
1065,Hochneukirchen-Gschaidt,1733.0,47.457844,16.200111,2852
1066,Rosental an der Kainach,1731.0,47.048712524,15.110864048,"8580,8582"
1067,Saxen,1729.0,48.2,14.7833333,"4342,4351,4352"
1068,Straß in Steiermark,1727.0,46.727460331,15.626916596,"8471,8472"
1069,Traunkirchen,1727.0,47.8333333,13.7833333,4801
1070,Günselsdorf,1727.0,47.941667,16.261111,2525
1071,Dobersberg,1727.0,48.9150,15.3220,"3843,3844,3851"
1072,Blumau-Neurißhof,1719.0,47.9167,16.3,2602
1073,Attendorf,1718.0,47.005492165,15.326112481,"8052,8054,8144,8151,8561"
1074,Kobenz,1718.0,47.246941117,14.845606363,"8720,8732"
1075,Münichreith-Laimbach,1718.0,48.2019,15.2741,"3650,3661,3662,3663"
1076,Baierdorf bei Anger,1715.0,47.284786501,15.710893741,8184
1077,Pabneukirchen,1714.0,48.3166667,14.8166667,"4281,4362,4363,4371,4372"
1078,Hürm,1714.0,48.1560,15.4100,"3382,3383"
1079,Seeham,1712.0,47.9666667,13.0833333,5164
1080,Spitz,1712.0,48.35,15.4166667,3620
1081,Hagenbrunn,1712.0,48.3333333,16.4060,"2102,2201,2202"
1082,Steuerberg,1710.0,46.7870,14.1150,9560
1083,Losenstein,1706.0,47.9166667,14.4333333,4460
1084,Sankt Martin im Innkreis,1706.0,48.3,13.4333333,4973
1085,Zeillern,1705.0,48.1299,14.8081,"3300,3311,3312,3313,3321,3362"
1086,Angerberg,1702.0,47.5083,12.025,6300
1087,Au,1702.0,47.5208333,9.8661111,6883
1088,Donnerskirchen,1698.0,47.8975,16.642223,7082
1089,Windhaag bei Freistadt,1697.0,48.5833333,14.55,4263
1090,Hadres,1695.0,48.7080,16.1370,2061
1091,Münzbach,1695.0,48.2666667,14.7,"4323,4342,4352"
1092,Sankt Stefan im Gailtal,1693.0,46.616086,13.516611,"9614,9615,9623"
1093,Reith bei Kitzbühel,1691.0,47.4760,12.3420,"6352,6353,6365,6370"
1094,Dorfgastein,1691.0,47.25,13.1,5632
1095,Birkfeld,1691.0,47.354618936,15.695325322,8190
1096,Preding,1690.0,46.859103479,15.406358568,"8503,8504"
1097,Murfeld,1690.0,46.712869,15.692617,"8423,8471,8473"
1098,Neckenmarkt,1688.0,47.6,16.546944,7311
1099,Sulzberg,1688.0,47.5166667,9.9,6934
1100,Hüttenberg,1688.0,46.939897,14.549172,"8820,8822,9335,9375,9376"
1101,Dechantskirchen,1687.0,47.414527751,16.020600658,8241
1102,Weissenbach an der Triesting,1684.0,47.9820,16.0380,"2564,2565"
1103,Kammern im Liesingtal,1683.0,47.392651846,14.902294284,"8772,8773,8792,8793"
1104,Sankt Lorenzen am Wechsel,1681.0,47.441143095,15.953991068,"8234,8242,8251"
1105,Straden,1680.0,46.806387892,15.870522432,"8345,8483"
1106,Schönwies,1680.0,47.1833333,10.65,6491
1107,Pilgersdorf,1679.0,47.441389,16.35,7441
1108,Marbach an der Donau,1675.0,48.2140,15.15,3671
1109,Hafning bei Trofaiach,1674.0,47.439239194,14.999458780,"8793,8794"
1110,Sankt Martin-Karlsbach,1671.0,48.1556,15.0389,"3323,3370,3371,3372"
1111,Edelschrott,1669.0,47.021275522,15.051611359,"8580,8583"
1112,Aflenz Land,1668.0,47.549608,15.273125,"8623,8624"
1113,Mieders,1668.0,47.1666667,11.3833333,6142
1114,Nauders,1668.0,46.8833333,10.5166667,6543
1115,Weitersfeld,1668.0,48.7850,15.8090,"2081,2084,2091,3742,3752"
1116,Maria Neustift,1665.0,47.9375,14.6066,"4442,4443,4463"
1117,Diersbach,1663.0,48.4166667,13.5666667,4776
1118,Kapfenstein,1663.0,46.885080028,15.973809010,"8344,8350,8353"
1119,Globasnitz,1662.0,46.5569444,14.7020,"9142,9143"
1120,Turnau,1656.0,47.558235568,15.336831131,"8624,8625,8636"
1121,Sankt Johann-Köppling,1656.0,47.008372,15.238694,"8152,8561,8564,8565"
1122,Fischbach,1656.0,47.442470367,15.649989968,"8654,8673"
1123,Bernhardsthal,1656.0,48.6920,16.8690,"2275,2276"
1124,Stronsdorf,1655.0,48.65,16.2833333,2153
1125,Haugsdorf,1654.0,48.7070,16.0780,"2053,2054"
1126,Adlwang,1653.0,47.9833333,14.2166667,"4540,4541"
1127,Hofamt Priel,1653.0,48.1833333,15.0,"3680,3683"
1128,Gaschurn,1644.0,46.9833333,10.0333333,"6793,6794"
1129,Hart-Purgstall,1641.0,47.121942,15.565231,"8044,8062,8063"
1130,Pischelsdorf am Engelbach,1639.0,48.130074,13.083902,"5230,5233"
1131,Peilstein im Mühlviertel,1638.0,48.6166667,13.8833333,"4153,4162"
1132,Vils,1638.0,47.55,10.6333333,"6600,6682"
1133,Obernberg am Inn,1637.0,48.3200,13.3350,4982
1134,Proleb,1635.0,47.398141615,15.134433296,8712
1135,Mariazell,1632.0,47.772737948,15.318483581,8630
1136,Kirchbach in Steiermark,1631.0,46.932126450,15.661687649,8082
1137,Neukirchen am Walde,1629.0,48.4,13.7666667,"4722,4724"
1138,Roppen,1628.0,47.2166667,10.8166667,6426
1139,Pölfing-Brunn,1627.0,46.730567,15.302303,"8544,8551"
1140,Ferschnitz,1623.0,48.0940,14.9861,"3325,3372"
1141,Scheifling,1621.0,47.149938285,14.414610988,"8811,8831"
1142,Großkrut,1620.0,48.6438889,16.7236111,2143
1143,Sankt Aegidi,1619.0,48.4594,13.7594,"4090,4725,4794"
1144,Mühlbach am Hochkönig,1619.0,47.3666667,13.1333333,5505
1145,Pitschgau,1618.0,46.702775749,15.285640909,"8455,8551,8552"
1146,Riedlingsdorf,1618.0,47.346389,16.1325,7422
1147,Kottes-Purk,1617.0,48.408,15.2901,"3622,3623"
1148,Golling an der Erlauf,1615.0,48.2,15.1833333,3381
1149,Julbach,1615.0,48.6666667,13.8666667,"4153,4154,4162"
1150,Mureck,1614.0,46.707355816,15.771687099,8480
1151,Wernstein am Inn,1611.0,48.5,13.4666667,"4783,4784"
1152,Wartmannstetten,1609.0,47.6833333,16.0666667,2620
1153,Natschbach-Loipersbach,1607.0,47.7056,16.1111,2620
1154,Putzleinsdorf,1604.0,48.5166667,13.8833333,"4132,4133,4134,4141"
1155,Berndorf bei Salzburg,1603.0,47.9833333,13.0666667,"5164,5165"
1156,Weibern,1602.0,48.1833333,13.7,"4675,4680"
1157,Teesdorf,1600.0,47.95,16.2833333,2524
1158,Hafnerbach,1598.0,48.2166667,15.4833333,3386
1159,Aschau im Zillertal,1596.0,47.2666667,11.9,6274
1160,Oberhofen im Inntal,1593.0,47.3,11.0833333,6406
1161,Sankt Lambrecht,1591.0,47.071301872,14.299589711,8813
1162,Texingtal,1587.0,48.0343,15.3118,3242
1163,Oepping,1586.0,48.5933,13.9458,"4150,4152,4153,4160"
1164,Wildendürnbach,1580.0,48.7560,16.5010,"2163,2164"
1165,Bad Blumau,1580.0,47.115266138,16.051397363,8283
1166,Breitenwang,1579.0,47.4833333,10.7333333,6600
1167,Lembach im Mühlkreis,1578.0,48.4833333,13.8833333,"4131,4132"
1168,Stroheim,1576.0,48.3333333,13.95,"4070,4074,4081,4730,4731"
1169,Nußdorf ob der Traisen,1575.0,48.35,15.7,"3131,3133"
1170,Großkirchheim,1574.0,46.974908,12.893306,9843
1171,Uderns,1574.0,47.3166667,11.8666667,6271
1172,Warth,1572.0,47.65,16.1166667,"2831,2840,2880"
1173,Stuhlfelden,1571.0,47.2833333,12.5166667,5724
1174,Hüttau,1571.0,47.4166667,13.3,"5511,5521"
1175,Oberwang,1570.0,47.8666667,13.4333333,4882
1176,Hohenberg,1570.0,47.9080,15.6200,"3183,3192"
1177,Aurach am Hongar,1569.0,47.95,13.6666667,"4814,4844,4861"
1178,Dalaas,1567.0,47.1166667,9.9833333,6752
1179,Bad Großpertholz,1564.0,48.6292,14.825,"3922,3972,3973"
1180,Gaißau,1562.0,47.4666667,9.6,6974
1181,Rohrbach an der Gölsen,1560.0,48.0600,15.7400,"3162,3163"
1182,Utzenaich,1560.0,48.2833333,13.4666667,"4754,4772,4971,4972,4973"
1183,Sankt Koloman,1560.0,47.6430,13.2040,5423
1184,Gaaden,1557.0,48.05,16.1833333,"2340,2531"
1185,Großmugl,1556.0,48.4991667,16.2305556,"2002,2032"
1186,Nickelsdorf,1554.0,47.9405556,17.068889,2425
1187,Lend,1553.0,47.2990,13.0400,5651
1188,Sankt Martin am Tennengebirge,1552.0,47.4666667,13.3833333,"5522,5523"
1189,Wiesmath,1552.0,47.6166667,16.2833333,"2803,2811"
1190,Ruden,1551.0,46.6583333,14.7735,"9111,9112,9113"
1191,Würflach,1547.0,47.7666667,16.05,2732
1192,Arriach,1547.0,46.730047,13.850242,9543
1193,Kollerschlag,1545.0,48.6,13.8333333,"4152,4154"
1194,Gresten-Land,1540.0,47.9708,15.0083,"3264,3341"
1195,Desselbrunn,1540.0,48.0166667,13.7666667,"4693,4800"
1196,Haslau-Maria Ellend,1539.0,48.1083,16.7,2402
1197,Pulkau,1539.0,48.7080,15.8615,"3741,3742"
1198,Wenigzell,1538.0,47.426170072,15.786253160,"8253,8254"
1199,Großwarasdorf,1537.0,47.539167,16.553333,7304
1200,Obersiebenbrunn,1537.0,48.2650,16.7080,2283
1201,Kemeten,1536.0,47.249722,16.152778,7531
1202,Straß im Attergau,1536.0,47.909528,13.454139,"4880,4881"
1203,Ramsau im Zillertal,1534.0,47.2,11.8833333,6283
1204,Karlstein an der Thaya,1533.0,48.8833333,15.4,3822
1205,Moosbrunn,1533.0,48.0166667,16.45,"2440,2441"
1206,Rohrau,1531.0,48.0666667,16.85,2471
1207,Hoheneich,1530.0,48.77,15.027,3945
1208,Lanzendorf,1530.0,48.1105556,16.445,2326
1209,Pfarrkirchen im Mühlkreis,1526.0,48.5040,13.8250,"4085,4141,4142,4144"
1210,Sankt Urban,1526.0,46.75,14.168361,"9556,9560"
1211,Pirching am Traubenberg,1524.0,46.954553975,15.596316929,8081
1212,Brandenberg,1524.0,47.4833333,11.8833333,6234
1213,Schenkenfelden,1523.0,48.5,14.3666667,4192
1214,Bad Pirawarth,1521.0,48.451,16.5908,2222
1215,Unterach am Attersee,1520.0,47.8,13.4833333,4866
1216,Eberstein,1520.0,46.809203,14.559464,"9103,9371,9372"
1217,Kreuzstetten,1519.0,48.4778,16.4722,"2124,2125"
1218,Unzmarkt-Frauenburg,1518.0,47.2,14.4417,8800
1219,Oed-Öhling,1516.0,48.1,14.76,"3312,3361,3362"
1220,Finkenberg,1515.0,47.15,11.8333333,"6292,6295"
1221,Schwarzenau,1514.0,48.7333333,15.25,3900
1222,Niederhollabrunn,1513.0,48.4500,16.3020,"2003,2004"
1223,Sankt Leonhard im Pitztal,1513.0,47.0666667,10.85,6481
1224,Rainbach im Innkreis,1511.0,48.45,13.5333333,"4775,4780,4791"
1225,Unterfladnitz,1511.0,47.181841606,15.664230985,8181
1226,Guttaring,1511.0,46.890644,14.510889,"9330,9334,9360,9374,9375"
1227,Jochberg,1508.0,47.3833333,12.4,6373
1228,Attersee,1504.0,47.9166667,13.55,"4864,4865"
